assignments_broken,assignments_kept,collisions_agent_agent,collisions_agent_exogenous,collisions_agent_human,communication_mode,completed_tasks,delay_events,error_msg,experiment,fov_radius,global_replans,global_solver,hard_safety,horizon,human_model,human_passive_wait_steps,immediate_assignments,intervention_rate,local_planner,local_replans,makespan,map_path,map_to_human_model,max_flowtime,max_planning_time_ms,mean_decision_time_ms,mean_flowtime,mean_planning_time_ms,mean_service_time,median_flowtime,method,mode,near_misses,num_agents,num_humans,p95_decision_time_ms,p95_planning_time_ms,replan_every,replans,run_id,safe_wait_steps,safety_radius,safety_violation_rate,safety_violations,seed,solver_errors,solver_partial_returns,solver_timeout_s,solver_timeouts,status,steps,sum_of_costs,task_allocator,task_completion,throughput,throughput_timeline_len,total_released_tasks,total_wait_steps,violations_agent_attributable,violations_exogenous_attributable,wait_fraction,wall_clock_s,yield_wait_steps
0,97,0,0,0,priority,97,0,,baseline_comparison,4,169,lacam_official,True,20,random_walk,8,0,112.66666666666667,astar,534,1434,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",173.0,10.202262026723474,4.501984322171968,71.75257731958763,5.467956935636941,71.3917525773196,67.0,ours,lifelong,0,10,20,21.685224084649224,7.862924621440469,10,703,f1537079dc4436d1bb607cc3d4617f35e0e34b6a3baf2fb46ba8cac6b365f8a3,14,1,78.0,117,1,0,0,10.0,0,ok,1500,6925,conflict_aware,1.0,0.06466666666666666,1500,97,175,0,117,0.011666666666666667,6.8335,161
0,109,0,0,0,priority,109,0,,baseline_comparison,4,175,lacam_official,True,20,random_walk,14,0,116.66666666666667,astar,501,1424,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",199.0,12.379102990962565,4.583028900204226,71.54128440366972,5.709936501059149,71.3211009174312,67.0,ours,lifelong,0,10,20,20.572708942927406,8.323480084072797,10,676,af3d8d63cb1ddb978a596a389230fe46ebcc640f7a396150c7992e442a511a0b,23,1,100.66666666666667,151,7,0,0,10.0,0,ok,1500,7774,conflict_aware,1.0,0.07266666666666667,1500,109,27,0,151,0.0018,6.9607,4
0,107,0,0,0,priority,107,0,,baseline_comparison,4,178,lacam_official,True,20,random_walk,14,0,118.66666666666667,astar,501,1407,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",231.0,15.218387998174876,4.681535286013968,72.5607476635514,5.89358976426053,72.08411214953271,65.0,ours,lifelong,0,10,20,19.67589547566601,8.993878966430202,10,679,2abba49502e60cd77c9377062635386de0050472781baf2a2a7d5e1cb24434cb,27,1,106.0,159,0,0,0,10.0,0,ok,1500,7713,conflict_aware,1.0,0.07133333333333333,1500,107,153,0,159,0.0102,7.1062,126
0,115,0,0,0,priority,115,0,,baseline_comparison,4,180,lacam_official,True,20,random_walk,6,0,120.0,astar,575,1424,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",172.0,13.49978701910004,4.7983062987526255,74.2695652173913,6.047004214876021,73.77391304347826,70.0,ours,lifelong,0,10,20,21.07770258444361,8.80445406655781,10,755,c5862a4724de146a71a5810a1123ff1fb80767befa4ef380368235cfa416952a,27,1,42.0,63,6,0,0,10.0,0,ok,1500,8484,conflict_aware,0.9913793103448276,0.07666666666666666,1500,116,157,0,63,0.010466666666666668,7.2899,130
0,113,0,0,0,priority,113,0,,baseline_comparison,4,183,lacam_official,True,20,random_walk,11,0,122.0,astar,609,1426,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",249.0,12.936281971633434,4.853455495554954,76.16814159292035,6.00637919924736,73.49557522123894,72.0,ours,lifelong,0,10,20,18.539416618295945,8.737195876892656,10,792,c1140290e7d8e095153089dedaa8a1aecff9f05426528437228e75e897078822,32,1,89.33333333333333,134,5,0,0,10.0,0,ok,1500,8305,conflict_aware,1.0,0.07533333333333334,1500,113,247,0,134,0.016466666666666668,7.3733,215
0,131,0,0,0,priority,131,0,,baseline_comparison,4,195,lacam_official,True,20,random_walk,4,0,130.0,astar,660,1452,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",180.0,13.631106005050242,4.992602122637133,73.92366412213741,6.138618281469322,72.25954198473282,72.0,ours,lifelong,0,10,20,21.840243082260706,8.745790197281165,10,855,82f4bdb949bda0faa08fed7eb5cc664921673aec0284e5738f02d43b66e0136b,39,1,64.66666666666666,97,8,0,0,10.0,0,ok,1500,9466,conflict_aware,1.0,0.08733333333333333,1500,131,144,0,97,0.0096,7.5939,105
0,124,0,0,0,priority,124,0,,baseline_comparison,4,193,lacam_official,True,20,random_walk,11,0,128.66666666666669,astar,655,1459,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",168.0,14.31428495561704,5.0310270335758105,72.87903225806451,6.102216810318569,72.46774193548387,67.5,ours,lifelong,0,10,20,20.448049996048212,9.006113198120142,10,848,010cece8287d80f8b7949c9e20ce991f172c9d6d5ee4cc18c50aeae021adc891,35,1,68.66666666666667,103,2,0,0,10.0,0,ok,1500,8986,conflict_aware,1.0,0.08266666666666667,1500,124,134,0,103,0.008933333333333333,7.6359,99
0,110,0,0,0,priority,110,0,,baseline_comparison,4,179,lacam_official,True,20,random_walk,6,0,119.33333333333333,astar,579,1429,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",239.0,15.411460946779698,5.033968721477625,71.67272727272727,5.83640129634507,70.57272727272728,64.0,ours,lifelong,0,10,20,21.686773438705096,8.418786968104541,10,758,03cdd12a422889bfad1973c496f4d6477307235263fda7ad65587b845c4feafd,45,1,67.33333333333333,101,9,0,0,10.0,0,ok,1500,7763,conflict_aware,1.0,0.07333333333333333,1500,110,223,0,101,0.014866666666666667,7.6417,178
0,209,0,0,0,priority,209,0,,baseline_comparison,4,157,lacam_official,True,20,random_walk,25,0,104.66666666666667,astar,879,1400,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",199.0,13.270810013636947,10.4179226414999,63.56459330143541,6.663807054201532,63.248803827751196,58.0,ours,lifelong,0,20,20,62.6443464454496,9.410779597237706,10,1036,2644b3d1a49a6fb6f1f0d42acb0f8b7e756c58d420f5ebebfc34bb716fde19b2,51,1,176.66666666666666,265,3,0,0,10.0,0,ok,1500,13219,conflict_aware,1.0,0.13933333333333334,1500,209,547,0,265,0.018233333333333334,15.8846,496
0,235,0,0,0,priority,235,0,,baseline_comparison,4,161,lacam_official,True,20,random_walk,14,0,107.33333333333334,astar,1024,1381,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",519.0,14.73884703591466,10.647028221089082,64.53191489361703,7.0452325910862,64.0595744680851,60.0,ours,lifelong,0,20,20,55.01424152171238,8.823429001495242,10,1185,ab4b53ede57bd17888494773c9772994d6102267a2637e91315f5f6e8e039a95,52,1,128.66666666666669,193,9,0,0,10.0,0,ok,1500,15054,conflict_aware,0.9957627118644068,0.15666666666666668,1500,236,779,0,193,0.025966666666666666,16.2339,727
